Part Name,Material Composition,Age (years),Condition,Location,Manufacturer,Aircraft Model,Potential Use Cases,New Parts Carbon Footprint (kg CO2e),Recycled Parts Carbon Footprint (kg CO2e),Water Usage - New Parts (liters),Water Usage - Recycled Parts (liters),Landfill Waste - New Parts (kg),Landfill Waste - Recycled Parts (kg),Energy Consumption - New Parts (kWh),Energy Consumption - Recycled Parts (kWh),Recycling Rate (%),Toxicity Score - New Parts,Toxicity Score - Recycled Parts,Remanufacturing Potential,Life Cycle Assessment,Renewable Material Content (%),Carbon Footprint Saved (kg CO2e),Water Usage Saved (liters),Landfill Waste Saved (kg),Energy Consumption Saved (kWh),Toxicity Score Difference,Remanufacturing Potential (%),Life Cycle Assessment Score
Fuselage,Aluminum,19,New,South America,Bombardier,737,Automotive Components,351,176,8164,259,271,154,2657,432,87.73748014,2.830356117,1.596851077,0.944354459,76.9143528,74.63685172,175,7905,117,2225,1.23350504,94.4354459,76.9143528
Engine,Composite,43,Used,Europe,Cessna,A320,Building Materials,362,186,2618,855,452,72,3687,146,90.25735615,2.811460491,3.643392371,0.8566996558,89.86919102,70.948978,176,1763,380,3541,-0.83193188,85.66996558,89.86919102
Wing,Steel,32,New,North America,Cessna,G650,Art Installations,468,114,3522,507,853,159,3134,475,74.46657906,3.082278406,1.341518274,0.2052887031,91.18022264,92.62229907,354,3015,694,2659,1.740760133,20.52887031,91.18022264
Landing Gear,Composite,24,Used,Australia,Embraer,CRJ900,Furniture,216,90,5837,822,142,163,1944,394,79.74776411,5.161260964,3.795977159,0.0326593663,63.04768016,94.16648773,126,5015,-21,1550,1.365283805,3.26593663,63.04768016
Wing,Steel,37,New,North America,Gulfstream,CRJ900,Aircraft Maintenance,670,53,8282,764,672,132,4508,259,84.76170868,6.204221248,3.926965285,0.8997907375,79.08017283,0.8413729956,617,7518,540,4249,2.277255963,89.97907375,79.08017283
Engine,Titanium,40,Used,Australia,Boeing,737,Automotive Components,580,101,4295,333,848,168,2559,427,52.57038754,1.327555445,4.277618708,0.949499129,20.48151256,35.69514402,479,3962,680,2132,-2.950063263,94.9499129,20.48151256
Fuselage,Titanium,30,Used,South America,Embraer,CRJ900,Art Installations,257,47,2850,652,402,72,2673,261,65.84428856,8.121253007,4.580504344,0.01915016958,98.4321178,38.99505303,210,2198,330,2412,3.540748663,1.915016958,98.4321178
Fuselage,Aluminum,22,Used,Asia,Embraer,Citation X,Furniture,987,96,8162,324,148,33,4204,478,73.91340895,6.773509517,2.415290447,0.6500565193,96.95390752,19.50209713,891,7838,115,3726,4.35821907,65.00565193,96.95390752
Avionics,Steel,26,New,Asia,Bombardier,Citation X,Building Materials,768,113,6938,438,484,87,3514,208,52.46068796,9.225562574,3.405273982,0.0993677685,63.96569159,36.4827884,655,6500,397,3306,5.820288592,9.93677685,63.96569159
Landing Gear,Aluminum,9,New,Africa,Airbus,G650,Art Installations,265,85,2504,225,886,23,1705,128,51.40963835,9.877589028,3.809645748,0.9222531514,63.21821658,87.56746128,180,2279,863,1577,6.06794328,92.22531514,63.21821658
Engine,Aluminum,44,Used,North America,Airbus,A320,Automotive Components,262,163,6289,399,704,191,3605,339,53.49369782,5.829898673,4.889331643,0.0325613919,99.67392123,32.16442673,99,5890,513,3266,0.9405670301,3.25613919,99.67392123
Wing,Aluminum,1,Used,South America,Cessna,Citation X,Aircraft Maintenance,176,156,4148,282,957,165,4833,328,56.03702164,1.23713667,1.644781092,0.3563451949,39.94534909,26.71403396,20,3866,792,4505,-0.4076444224,35.63451949,39.94534909
Avionics,Composite,17,New,Africa,Cessna,Citation X,Aircraft Maintenance,380,179,9032,271,860,81,4423,312,61.81408884,3.213304355,2.276273527,0.3078838087,44.44594569,60.36328517,201,8761,779,4111,0.9370308281,30.78838087,44.44594569
Landing Gear,Titanium,1,New,Asia,Cessna,Citation X,Building Materials,274,115,7450,261,492,184,2794,356,52.18984424,5.623288487,1.141191481,0.4338886904,97.84199589,90.52650291,159,7189,308,2438,4.482097006,43.38886904,97.84199589
Landing Gear,Aluminum,18,Used,South America,Cessna,737,Automotive Components,196,61,7290,455,859,64,3437,250,60.1186146,9.927664673,1.919374446,0.6660163019,17.84019926,35.21476959,135,6835,795,3187,8.008290227,66.60163019,17.84019926
Wing,Titanium,18,New,Asia,Bombardier,CRJ900,Building Materials,823,63,2429,374,604,31,1688,467,56.56203108,9.707025644,4.783047109,0.7917753539,93.78610383,15.70669752,760,2055,573,1221,4.923978535,79.17753539,93.78610383
Fuselage,Aluminum,7,Used,Europe,Embraer,E175,Furniture,193,182,4572,874,726,82,1770,134,81.50309312,2.792819702,3.175402918,0.6720007253,51.44850642,14.13930929,11,3698,644,1636,-0.3825832162,67.20007253,51.44850642
Landing Gear,Steel,29,Used,South America,Boeing,737,Art Installations,523,170,6807,967,825,93,2186,148,94.48649498,3.226800104,1.259975723,0.4033155848,84.05345878,88.26114455,353,5840,732,2038,1.966824381,40.33155848,84.05345878
Engine,Composite,22,Used,South America,Embraer,E175,Art Installations,963,28,1724,541,229,82,1338,176,89.6457827,3.681968773,4.297402804,0.1429859887,3.357303487,49.75925808,935,1183,147,1162,-0.6154340311,14.29859887,3.357303487
Engine,Aluminum,14,New,Africa,Cessna,CRJ900,Building Materials,209,54,2642,950,237,104,3874,266,87.02810694,1.750860607,1.201627069,0.4026006592,29.73951462,13.13856539,155,1692,133,3608,0.5492335384,40.26006592,29.73951462
Fuselage,Steel,49,Used,North America,Boeing,A320,Building Materials,748,64,7680,560,471,145,1692,341,82.10932614,2.20871754,3.504558357,0.6017523119,13.01454907,68.2590134,684,7120,326,1351,-1.295840817,60.17523119,13.01454907
Fuselage,Composite,32,Used,South America,Gulfstream,Citation X,Aircraft Maintenance,448,29,1573,535,632,153,3744,241,54.17140222,4.576002826,2.743072402,0.1251919854,54.06518871,90.94297269,419,1038,479,3503,1.832930424,12.51919854,54.06518871
Engine,Steel,17,New,Asia,Boeing,CRJ900,Building Materials,245,68,1230,756,613,153,1688,248,90.74825872,2.995480973,4.509304199,0.977519694,63.8048738,47.3339351,177,474,460,1440,-1.513823226,97.7519694,63.8048738
Landing Gear,Aluminum,30,New,Europe,Airbus,A320,Furniture,697,80,1090,414,172,25,2418,227,74.3919969,8.916141072,4.352992936,0.8941535731,25.11918628,91.80362987,617,676,147,2191,4.563148136,89.41535731,25.11918628
Wing,Steel,49,New,Australia,Bombardier,A320,Furniture,126,21,1491,257,616,114,4674,286,77.30027437,5.980184173,4.152703604,0.8746047908,6.355959888,34.77240888,105,1234,502,4388,1.827480569,87.46047908,6.355959888
Wing,Steel,0,New,Europe,Cessna,E175,Art Installations,441,34,4150,612,467,55,962,200,60.20680738,3.839757197,3.509381944,0.1645940654,53.20442982,76.42307403,407,3538,412,762,0.3303752533,16.45940654,53.20442982
Engine,Composite,43,New,Australia,Gulfstream,G650,Art Installations,632,32,8263,985,942,168,1875,224,85.99179413,9.914710933,3.292970287,0.8646887005,43.19998552,3.618464902,600,7278,774,1651,6.621740647,86.46887005,43.19998552
Engine,Aluminum,31,Used,Africa,Bombardier,737,Aircraft Maintenance,441,136,1800,868,230,188,2823,448,55.38374043,8.333988589,1.452550304,0.3990232078,9.3678326,83.57995695,305,932,42,2375,6.881438285,39.90232078,9.3678326
Wing,Aluminum,32,Used,North America,Gulfstream,CRJ900,Furniture,853,69,4624,215,698,58,1202,404,87.78568207,1.747125306,2.645750352,0.2646271857,71.30903969,30.18425526,784,4409,640,798,-0.8986250459,26.46271857,71.30903969
Fuselage,Composite,19,Used,Asia,Gulfstream,CRJ900,Art Installations,548,125,1332,363,388,118,2755,431,69.77824841,8.762917307,4.345964658,0.9813630583,19.43531371,17.0758685,423,969,270,2324,4.416952648,98.13630583,19.43531371
Fuselage,Composite,41,New,Europe,Gulfstream,E175,Building Materials,835,54,2243,979,668,186,3028,363,89.17031754,8.114168371,1.034862278,0.24340597,98.46777722,8.738690997,781,1264,482,2665,7.079306092,24.340597,98.46777722
Engine,Titanium,44,New,South America,Boeing,CRJ900,Furniture,812,162,1112,226,541,92,1648,360,92.50550348,7.446092511,1.763626621,0.5365837489,43.3216838,2.345817542,650,886,449,1288,5.68246589,53.65837489,43.3216838
Wing,Titanium,33,New,South America,Bombardier,A320,Furniture,229,41,4438,750,973,30,1342,260,62.35244054,3.68948293,1.352267022,0.0139074523,30.42500451,23.03980965,188,3688,943,1082,2.337215908,1.39074523,30.42500451
Landing Gear,Composite,22,New,South America,Cessna,737,Art Installations,726,189,1134,817,105,150,3716,191,87.05492577,7.945244538,2.741237628,0.8259557057,41.46264626,66.97473356,537,317,-45,3525,5.20400691,82.59557057,41.46264626
Wing,Titanium,30,Used,Asia,Boeing,G650,Aircraft Maintenance,984,76,9912,675,577,156,523,467,75.41190295,7.484504101,1.794438245,0.4786492951,24.79499341,55.89862499,908,9237,421,56,5.690065856,47.86492951,24.79499341
Avionics,Composite,7,New,North America,Gulfstream,G650,Building Materials,124,55,1958,589,595,103,2405,412,84.83176864,2.024729563,1.101566452,0.08019464801,25.95783941,15.97820229,69,1369,492,1993,0.9231631107,8.019464801,25.95783941
Engine,Titanium,32,Used,Australia,Boeing,G650,Furniture,853,44,5408,683,967,176,3188,479,73.54327589,2.463480501,3.225598559,0.6792213924,90.38641845,24.57729452,809,4725,791,2709,-0.7621180577,67.92213924,90.38641845
Engine,Composite,22,New,South America,Embraer,737,Automotive Components,217,159,4374,254,146,199,4062,330,57.90990592,4.991263133,4.874110362,0.5510280582,82.84320541,19.36431212,58,4120,-53,3732,0.1171527712,55.10280582,82.84320541
Wing,Composite,35,Used,Europe,Boeing,A320,Aircraft Maintenance,352,173,2427,468,339,141,2675,214,76.9766223,2.351115252,4.976077729,0.1107709158,47.32351999,78.77388366,179,1959,198,2461,-2.624962477,11.07709158,47.32351999
Avionics,Steel,42,New,Africa,Boeing,E175,Furniture,768,138,3223,575,803,148,2319,493,86.12982694,1.233580186,1.050872627,0.6786729287,80.10370331,9.162123767,630,2648,655,1826,0.1827075592,67.86729287,80.10370331
Landing Gear,Aluminum,45,Used,Asia,Embraer,A320,Aircraft Maintenance,671,169,1364,558,431,136,1599,357,54.14537139,9.17550804,2.740362471,0.8698731759,90.87732395,66.25237168,502,806,295,1242,6.435145569,86.98731759,90.87732395
Landing Gear,Steel,20,New,North America,Boeing,Citation X,Art Installations,295,110,3789,408,553,45,2558,292,90.92308066,7.639689452,3.478529454,0.8557141436,90.39972789,67.62441772,185,3381,508,2266,4.161159998,85.57141436,90.39972789
Landing Gear,Titanium,9,New,Europe,Gulfstream,Citation X,Aircraft Maintenance,820,180,7759,454,853,26,3847,393,77.51035367,9.585522714,4.005276012,0.6302407127,6.762438036,72.09891948,640,7305,827,3454,5.580246702,63.02407127,6.762438036
Avionics,Composite,30,Used,South America,Boeing,A320,Automotive Components,533,146,9079,663,472,98,4061,168,57.57588013,9.307522221,3.202269484,0.921798085,65.30172931,92.58920874,387,8416,374,3893,6.105252737,92.1798085,65.30172931
Avionics,Titanium,22,New,Europe,Cessna,A320,Art Installations,129,124,4385,360,630,195,2862,359,78.99631541,5.83963375,3.305600246,0.5509823337,89.53702512,92.14271419,5,4025,435,2503,2.534033503,55.09823337,89.53702512
Engine,Composite,3,New,North America,Airbus,737,Building Materials,501,163,2231,649,824,186,2785,194,70.72074407,5.074273559,4.322509998,0.2036498152,72.7288733,20.07820307,338,1582,638,2591,0.751763561,20.36498152,72.7288733
Engine,Steel,16,Used,Africa,Embraer,E175,Building Materials,109,106,2343,894,933,143,2156,210,89.42686743,8.841491507,2.839242781,0.1780037477,1.461967445,6.002233885,3,1449,790,1946,6.002248726,17.80037477,1.461967445
Wing,Titanium,4,Used,Asia,Bombardier,A320,Furniture,534,70,9636,495,950,183,1092,391,89.63259316,8.969627314,2.329548109,0.8053007724,29.76514037,98.11814263,464,9141,767,701,6.640079204,80.53007724,29.76514037
Avionics,Titanium,21,New,Asia,Airbus,E175,Art Installations,488,164,6415,820,930,79,2446,183,90.90511913,1.76962306,1.108967436,0.4215526996,27.77467369,78.56053558,324,5595,851,2263,0.6606556245,42.15526996,27.77467369
Fuselage,Composite,16,New,Europe,Embraer,A320,Art Installations,261,160,9667,575,437,83,4492,272,88.31929734,9.508711731,1.328777057,0.253275544,37.03768879,86.15882829,101,9092,354,4220,8.179934674,25.3275544,37.03768879
Fuselage,Aluminum,6,Used,South America,Boeing,737,Building Materials,571,34,5861,686,624,60,1295,270,84.1596834,8.138923547,1.398549991,0.3894204645,9.297455248,11.5036357,537,5175,564,1025,6.740373557,38.94204645,9.297455248
Engine,Titanium,12,Used,Asia,Bombardier,G650,Automotive Components,190,62,3634,787,938,125,872,199,73.24794458,2.38596171,1.290028311,0.8724257119,1.092205069,36.11861769,128,2847,813,673,1.095933399,87.24257119,1.092205069
Wing,Steel,40,Used,South America,Gulfstream,737,Automotive Components,393,70,5701,440,138,67,3774,105,87.18018264,1.54237337,3.544946903,0.962861752,54.59102703,30.09770598,323,5261,71,3669,-2.002573533,96.2861752,54.59102703
Engine,Steel,26,New,Asia,Boeing,737,Furniture,332,158,9977,270,933,169,1382,166,78.17194817,4.329691183,3.841829748,0.8195609079,64.97758075,42.59225428,174,9707,764,1216,0.4878614351,81.95609079,64.97758075
Engine,Titanium,6,New,Australia,Cessna,737,Furniture,240,189,4840,430,691,111,2609,365,75.49091511,1.926367374,1.488333227,0.4461490092,99.20804913,1.01587076,51,4410,580,2244,0.4380341467,44.61490092,99.20804913
Avionics,Composite,17,New,South America,Boeing,CRJ900,Furniture,397,168,3971,314,440,183,4595,240,77.56376936,6.204114179,2.090802523,0.7387293959,64.94239565,7.490589128,229,3657,257,4355,4.113311656,73.87293959,64.94239565
Engine,Aluminum,25,Used,Europe,Boeing,G650,Art Installations,992,24,1594,886,955,58,2253,473,56.40702152,2.346006855,2.223931379,0.4947465406,51.94844929,41.32144238,968,708,897,1780,0.1220754761,49.47465406,51.94844929
Landing Gear,Aluminum,28,Used,South America,Airbus,G650,Automotive Components,243,87,9956,577,900,169,4400,269,68.27202024,5.664755243,2.364652143,0.7812975479,60.84461697,70.31988639,156,9379,731,4131,3.300103101,78.12975479,60.84461697
Fuselage,Titanium,2,Used,Africa,Airbus,E175,Furniture,694,197,5634,550,901,178,2450,414,83.76684253,8.10652168,1.279736546,0.7360869986,64.73007489,27.56317269,497,5084,723,2036,6.826785133,73.60869986,64.73007489
Wing,Steel,11,New,Africa,Boeing,A320,Aircraft Maintenance,537,43,3398,489,964,53,1029,322,76.41859183,3.987355608,2.517629227,0.2086552759,74.3979033,17.30970123,494,2909,911,707,1.469726381,20.86552759,74.3979033
Fuselage,Aluminum,11,Used,South America,Airbus,737,Aircraft Maintenance,958,157,2899,543,248,138,1856,310,79.2201827,5.781745288,2.197377115,0.9328773922,23.54702825,3.815470863,801,2356,110,1546,3.584368173,93.28773922,23.54702825
Avionics,Titanium,10,Used,Europe,Gulfstream,A320,Furniture,246,124,4266,550,190,100,600,257,72.83796405,6.672726954,2.252265626,0.85504319,73.28449595,82.16418017,122,3716,90,343,4.420461328,85.504319,73.28449595
Engine,Aluminum,29,Used,Europe,Embraer,E175,Furniture,610,45,8332,441,325,28,4339,106,82.24877127,8.513024435,3.406833279,0.5900097221,76.94931143,60.22051733,565,7891,297,4233,5.106191156,59.00097221,76.94931143
Avionics,Titanium,25,Used,Australia,Boeing,737,Aircraft Maintenance,636,52,4161,490,776,126,4586,355,85.15415976,5.891479627,1.23658194,0.1518920462,40.308432,83.7325739,584,3671,650,4231,4.654897687,15.18920462,40.308432
Fuselage,Composite,24,New,South America,Cessna,CRJ900,Aircraft Maintenance,607,54,6582,589,219,135,2349,203,50.63954409,3.181207716,3.533547352,0.004790629004,60.47766542,37.13241246,553,5993,84,2146,-0.3523396355,0.4790629004,60.47766542
Fuselage,Titanium,40,New,Australia,Embraer,CRJ900,Automotive Components,454,91,1839,896,174,33,3283,273,62.47447879,8.750585019,1.888779474,0.6060728464,36.28546443,84.77960868,363,943,141,3010,6.861805545,60.60728464,36.28546443
Engine,Aluminum,43,New,South America,Gulfstream,Citation X,Automotive Components,210,51,4197,488,697,127,1346,169,83.65850412,9.690235794,1.74566436,0.2217564784,65.32436273,38.48928187,159,3709,570,1177,7.944571433,22.17564784,65.32436273
Engine,Steel,36,New,North America,Gulfstream,G650,Furniture,346,111,8153,309,506,197,936,452,58.74193536,3.528941837,2.640861986,0.4733892709,5.628767719,16.84555495,235,7844,309,484,0.8880798512,47.33892709,5.628767719
Landing Gear,Composite,47,Used,North America,Embraer,A320,Furniture,243,73,7579,982,185,110,620,348,53.23144152,7.92598465,3.603275509,0.05883730732,36.44315588,42.65897203,170,6597,75,272,4.322709141,5.883730732,36.44315588
Wing,Composite,42,Used,Australia,Bombardier,G650,Furniture,339,83,4347,831,422,43,4426,140,59.82614618,7.263232347,1.248871515,0.3300387087,68.89253318,37.45897815,256,3516,379,4286,6.014360832,33.00387087,68.89253318
Wing,Titanium,48,New,Australia,Bombardier,737,Building Materials,747,120,6958,837,795,91,4074,131,75.31452581,2.975268639,2.757396655,0.1061070208,72.58778507,16.61457679,627,6121,704,3943,0.2178719847,10.61070208,72.58778507
Wing,Aluminum,47,Used,Asia,Boeing,G650,Automotive Components,717,49,9189,557,592,34,4218,338,66.0129361,6.075920377,1.524844558,0.7801826237,34.56979905,7.02747375,668,8632,558,3880,4.551075818,78.01826237,34.56979905
Landing Gear,Titanium,46,New,Australia,Boeing,CRJ900,Art Installations,541,36,3204,896,169,77,4904,488,91.23537923,2.366558582,3.571255895,0.9524610425,52.41754624,88.56391979,505,2308,92,4416,-1.204697313,95.24610425,52.41754624
Engine,Composite,29,Used,Australia,Cessna,Citation X,Furniture,124,143,4264,465,589,40,1939,383,59.26808068,1.64966152,3.226694806,0.9548367676,49.72807423,84.8644107,-19,3799,549,1556,-1.577033286,95.48367676,49.72807423
Fuselage,Titanium,5,Used,North America,Boeing,A320,Aircraft Maintenance,683,117,2676,606,810,62,1855,335,59.67086381,2.665453951,1.674531916,0.319551372,62.74329563,53.20214213,566,2070,748,1520,0.9909220355,31.9551372,62.74329563
Landing Gear,Steel,10,New,Asia,Airbus,737,Aircraft Maintenance,226,134,3036,576,186,154,3396,175,56.65395098,6.196712758,4.432869867,0.1106552419,36.00952907,79.33460467,92,2460,32,3221,1.763842891,11.06552419,36.00952907
Engine,Aluminum,38,New,Europe,Boeing,E175,Automotive Components,749,195,8190,668,846,149,1194,140,60.03774671,1.128455413,3.167228759,0.3326208377,8.943320838,87.15437691,554,7522,697,1054,-2.038773346,33.26208377,8.943320838
Landing Gear,Steel,27,New,South America,Embraer,CRJ900,Building Materials,561,191,8017,528,663,48,3300,248,57.11065331,9.862242753,3.517200126,0.4768415488,39.16817712,32.76157827,370,7489,615,3052,6.345042627,47.68415488,39.16817712
Fuselage,Composite,28,Used,South America,Boeing,G650,Art Installations,344,92,5203,777,182,72,4877,471,78.31950378,8.087398381,3.590665689,0.02151763734,56.83412165,36.6824826,252,4426,110,4406,4.496732692,2.151763734,56.83412165
Engine,Aluminum,5,Used,Africa,Embraer,G650,Art Installations,705,175,7666,843,778,80,1310,494,79.45991248,5.739748935,1.801979026,0.7804544507,33.25080418,67.87695893,530,6823,698,816,3.937769908,78.04544507,33.25080418
Wing,Titanium,14,New,Africa,Gulfstream,G650,Art Installations,137,124,2838,675,658,80,3834,405,94.36016497,4.37867784,1.847399789,0.421908645,75.34617796,72.19326284,13,2163,578,3429,2.531278052,42.1908645,75.34617796
Landing Gear,Aluminum,1,Used,South America,Embraer,Citation X,Furniture,345,136,1624,517,892,114,1110,326,84.94250669,5.579858027,2.4756967,0.1309224869,67.85929645,25.25219745,209,1107,778,784,3.104161326,13.09224869,67.85929645
Engine,Composite,24,New,Europe,Gulfstream,A320,Automotive Components,857,184,7550,593,967,102,3364,434,79.06888865,3.131514274,2.757426885,0.1087771913,29.73211204,40.2773906,673,6957,865,2930,0.3740873893,10.87771913,29.73211204
Avionics,Composite,38,Used,North America,Airbus,E175,Aircraft Maintenance,903,116,4266,215,672,68,4719,470,72.13403568,1.303525502,3.8939085,0.1183849171,3.023009325,75.42241344,787,4051,604,4249,-2.590382997,11.83849171,3.023009325
Landing Gear,Titanium,43,Used,South America,Embraer,E175,Furniture,124,174,1247,894,124,78,4981,322,64.44257957,8.832732381,1.707533876,0.3913233061,1.35909466,65.83891849,-50,353,46,4659,7.125198505,39.13233061,1.35909466
Landing Gear,Titanium,7,Used,Europe,Embraer,CRJ900,Furniture,609,157,5148,912,936,88,1142,221,55.16535044,4.20809268,3.185314589,0.2715593024,22.14084032,66.62378294,452,4236,848,921,1.022778091,27.15593024,22.14084032
Fuselage,Aluminum,15,New,Asia,Bombardier,Citation X,Building Materials,603,68,5898,552,922,198,4979,217,72.61922517,6.332222759,2.571851593,0.830087518,16.06398556,23.24380604,535,5346,724,4762,3.760371167,83.0087518,16.06398556
Wing,Aluminum,47,Used,North America,Gulfstream,Citation X,Building Materials,274,60,7578,996,322,190,813,198,71.53576978,1.915831537,1.908102035,0.515672452,96.05399715,24.95804782,214,6582,132,615,0.007729502548,51.5672452,96.05399715
Wing,Steel,33,Used,Africa,Airbus,G650,Art Installations,101,114,8884,760,439,54,2143,384,66.4025721,2.58180122,3.899913686,0.4131690221,51.0023956,90.8968435,-13,8124,385,1759,-1.318112465,41.31690221,51.0023956
Engine,Titanium,11,New,Europe,Bombardier,E175,Art Installations,617,135,6591,915,737,100,2960,294,53.0676895,6.52482871,1.699637939,0.6259824012,35.92897393,64.21195559,482,5676,637,2666,4.825190772,62.59824012,35.92897393
Fuselage,Titanium,22,New,North America,Gulfstream,CRJ900,Aircraft Maintenance,530,143,1807,432,931,134,838,456,71.84171261,8.099793462,3.464993288,0.529763275,84.12099857,86.81771509,387,1375,797,382,4.634800174,52.9763275,84.12099857
Engine,Composite,4,Used,Europe,Airbus,E175,Furniture,134,49,6809,697,853,53,3783,209,72.59657684,3.705808933,2.164689965,0.02329510483,24.7737341,14.44358876,85,6112,800,3574,1.541118968,2.329510483,24.7737341
Engine,Composite,37,Used,Australia,Cessna,G650,Furniture,280,102,3622,370,863,160,2083,452,78.73319485,4.452416335,2.629877236,0.8464228746,17.0581495,67.09603911,178,3252,703,1631,1.822539099,84.64228746,17.0581495
Wing,Steel,20,Used,South America,Bombardier,E175,Building Materials,666,115,1815,662,477,129,4344,196,93.46727064,9.121010979,2.887996945,0.4045653624,13.46590701,71.30325439,551,1153,348,4148,6.233014034,40.45653624,13.46590701
Landing Gear,Steel,38,Used,South America,Bombardier,737,Building Materials,971,124,8860,750,831,87,4976,133,85.66126562,1.455956152,1.470303918,0.9850845951,75.74232034,83.22422823,847,8110,744,4843,-0.01434776652,98.50845951,75.74232034
Wing,Aluminum,39,Used,North America,Gulfstream,CRJ900,Aircraft Maintenance,436,43,9024,717,422,156,3058,137,78.21794922,9.100360253,3.362182244,0.5387300661,17.49054228,41.05967726,393,8307,266,2921,5.738178009,53.87300661,17.49054228
Wing,Titanium,40,Used,South America,Boeing,Citation X,Automotive Components,978,60,1922,558,119,152,541,131,62.41943518,5.909662653,3.477322625,0.2862296676,19.1491247,65.97977923,918,1364,-33,410,2.432340028,28.62296676,19.1491247
Wing,Steel,25,Used,Europe,Embraer,E175,Building Materials,297,33,7448,608,120,106,3404,153,89.10119453,5.055771111,1.278541963,0.5265994328,2.562884325,19.22173024,264,6840,14,3251,3.777229148,52.65994328,2.562884325
Engine,Aluminum,11,Used,Africa,Gulfstream,G650,Aircraft Maintenance,654,97,7449,386,642,168,3943,171,51.76111887,1.651444433,2.845600511,0.4880313547,37.60458154,25.84597312,557,7063,474,3772,-1.194156079,48.80313547,37.60458154
Fuselage,Steel,5,Used,South America,Gulfstream,CRJ900,Aircraft Maintenance,478,69,5500,568,421,175,757,425,69.70287955,6.181966938,2.232918955,0.3208417388,17.8333764,46.49204056,409,4932,246,332,3.949047983,32.08417388,17.8333764
Avionics,Titanium,4,Used,Europe,Cessna,CRJ900,Art Installations,338,95,9723,421,260,75,2221,141,92.22686794,5.591155056,4.291159392,0.1350732251,65.90251561,19.87330674,243,9302,185,2080,1.299995665,13.50732251,65.90251561
Avionics,Composite,42,Used,Asia,Boeing,A320,Aircraft Maintenance,438,131,4286,627,858,151,707,433,63.60752046,9.456283891,2.727948906,0.5540993075,8.678072482,89.1975809,307,3659,707,274,6.728334985,55.40993075,8.678072482
Wing,Titanium,0,New,South America,Boeing,G650,Furniture,547,189,3236,967,280,37,647,258,56.06141748,4.267409443,3.842364628,0.09314969208,33.57683619,48.48563146,358,2269,243,389,0.4250448146,9.314969208,33.57683619
Avionics,Composite,22,New,South America,Airbus,737,Aircraft Maintenance,371,159,9439,815,957,60,2078,184,76.31050134,3.732309383,4.327789227,0.6887633252,5.499517878,14.78916473,212,8624,897,1894,-0.5954798435,68.87633252,5.499517878
Fuselage,Aluminum,14,Used,Asia,Bombardier,CRJ900,Aircraft Maintenance,168,82,5425,247,888,143,3228,195,91.01112994,9.469733519,3.256498828,0.2244680834,70.29444459,36.761598,86,5178,745,3033,6.213234691,22.44680834,70.29444459
Wing,Aluminum,49,New,South America,Cessna,E175,Automotive Components,428,122,8080,953,283,93,4390,249,89.09946245,7.693872373,4.620427107,0.08710495735,18.72397535,68.87222062,306,7127,190,4141,3.073445266,8.710495735,18.72397535
Wing,Steel,12,Used,North America,Embraer,A320,Aircraft Maintenance,804,121,5908,720,708,37,1195,205,57.43462941,8.963005905,3.153254496,0.2568605098,14.70476842,17.12299065,683,5188,671,990,5.80975141,25.68605098,14.70476842
Wing,Titanium,0,New,South America,Boeing,E175,Aircraft Maintenance,945,86,3013,386,424,38,4316,492,83.84118772,3.227233248,3.054693405,0.519008974,62.64889535,40.22191075,859,2627,386,3824,0.1725398431,51.9008974,62.64889535
Fuselage,Composite,29,New,Africa,Cessna,E175,Furniture,971,26,2650,441,990,61,1998,437,92.59027096,7.17677297,4.740338691,0.953877725,91.87277172,88.89265112,945,2209,929,1561,2.436434279,95.3877725,91.87277172
Avionics,Composite,39,New,Africa,Bombardier,Citation X,Art Installations,486,127,7985,636,175,117,3357,167,57.18124208,3.016556685,1.593644515,0.5672840286,39.38830651,47.06230719,359,7349,58,3190,1.42291217,56.72840286,39.38830651
Wing,Aluminum,34,New,Asia,Cessna,CRJ900,Art Installations,537,107,7943,559,329,22,2375,412,58.86839017,2.612465397,1.476975626,0.3314882478,24.82392636,92.00746497,430,7384,307,1963,1.135489771,33.14882478,24.82392636
Landing Gear,Composite,47,New,North America,Boeing,CRJ900,Furniture,820,99,6291,430,705,159,3377,190,90.02029119,4.326215489,3.184041542,0.4260365993,26.86024543,13.51083195,721,5861,546,3187,1.142173947,42.60365993,26.86024543
Landing Gear,Composite,0,Used,Africa,Airbus,CRJ900,Automotive Components,808,131,4259,848,622,80,812,163,66.30379402,2.082712388,3.435506972,0.3011610928,66.57523264,53.1403836,677,3411,542,649,-1.352794584,30.11610928,66.57523264
Avionics,Titanium,41,Used,Africa,Embraer,E175,Furniture,902,182,5417,207,856,71,2215,362,68.24284377,2.483425955,2.80038131,0.009010982531,29.28146903,11.8054764,720,5210,785,1853,-0.3169553558,0.9010982531,29.28146903
Landing Gear,Aluminum,28,New,South America,Bombardier,E175,Art Installations,112,72,7646,340,405,143,3505,296,81.96367771,7.443591795,1.147388695,0.02442842079,93.84855107,93.53592328,40,7306,262,3209,6.296203101,2.442842079,93.84855107
Engine,Composite,16,New,Europe,Cessna,E175,Aircraft Maintenance,204,143,1620,499,396,108,2379,191,79.74774344,5.209142935,2.425811896,0.003089179888,58.66927118,65.72509716,61,1121,288,2188,2.783331039,0.3089179888,58.66927118
